scenario,year,real_gdp,nominal_gdp,real_gdp_growth_percent,nominal_gdp_growth_percent,revenue_percent_gdp,interest_expenditure_percent_gdp,primary_expenditure_percent_gdp,primary_balance_percent_gdp,overall_balance_percent_gdp,nominal_interest_rate,debt_to_gdp
Baseline,2030,,70.81659765196113,6.362560004332352,,54.88008332617612,,52.069279351035554,2.8108039751405656,,3.259362707692464,53.116744642591975
Baseline,2031,,77.91941323639563,6.309057098774133,,54.88008332617612,,57.74272449542034,-2.8626411692442204,,3.259362707692464,52.710932334736924
Baseline,2032,,85.68443284183388,6.246810898664364,,54.880083326176134,,57.850319185148415,-2.9702358589722806,,3.259362707692464,52.466666931139436
Baseline,2033,,94.15800138710802,6.173211826714535,,54.880083326176134,,57.794097454762436,-2.9140141285863024,,3.259362707692464,52.21522781065965
Baseline,2034,,103.38355694762629,6.084977552491026,,54.880083326176134,,57.77306832204908,-2.8929849958729434,,3.259362707692464,51.99873843302059
Baseline,2035,,113.39858906965704,5.97802726896532,,54.880083326176134,,57.70394129875752,-2.8238579725813864,,3.259362707692464,51.775365004172585
Baseline,2036,,124.15808166736873,5.785707017781476,,54.88008332617612,,57.65910100190689,-2.7790176757307705,,3.259362707692464,51.60885380449282
Baseline,2037,,135.81290272951122,5.688002030729848,,54.88008332617612,,57.55616748656464,-2.6760841603885197,,3.259362707692464,51.39387835995099
Baseline,2038,,148.1174499032424,5.371908245366626,,54.88008332617611,,57.54767664117902,-2.667593315002904,,3.259362707692464,51.327989192525926
Baseline,2039,,161.26689661670218,5.1958609769402955,,54.88008332617612,,57.374269979153034,-2.4941866529769143,,3.259362707692464,51.17352749879024
Baseline,2040,,174.91638062480766,4.796047721246353,,54.88008332617612,,57.33055106454369,-2.4504677383675713,,3.259362707692464,51.16847787349043
Baseline,2041,,189.02671433925295,4.412466091281345,,54.88008332617612,,57.18402382696661,-2.303940500790489,,3.259362707692464,51.19610173035522
Baseline,2042,,203.56835839416473,4.051115173368203,,54.88008332617612,,57.03578134819602,-2.155698022019898,,3.259362707692464,51.244139612927526
Baseline,2043,,218.31460287975816,3.6172738841273144,,54.88008332617612,,56.90069836663634,-2.0206150404602212,,3.259362707692464,51.360841022790595
Baseline,2044,,233.1813657942784,3.197863370790486,,54.88008332617611,,56.79849771988807,-1.9184143937119558,,3.259362707692464,51.57198811777948
Baseline,2045,,248.1531633028736,2.821899863596272,,54.88008332617611,,56.70803950775125,-1.8279561815751393,,3.259362707692464,51.86796071091287
Baseline,2046,,263.2806562911831,2.508242210676144,,54.88008332617611,,56.62890168051934,-1.7488183543432285,,3.259362707692464,52.22999595564396
Baseline,2047,,278.6560354936096,2.260792086875668,,54.88008332617611,,56.60041627534231,-1.720332949166199,,3.259362707692464,52.67687284726096
Baseline,2048,,294.53705310394815,2.1247798915489824,,54.88008332617612,,56.53287945111516,-1.6527961249390373,,3.259362707692464,53.11376307087244
Baseline,2049,,310.88198565207676,1.9800616246641596,,54.88008332617612,,56.49546228547922,-1.6153789593031007,,3.259362707692464,53.57678478130126
Baseline,2050,,327.9407537247444,1.9200160851279549,,54.88008332617612,,56.43903165645526,-1.5589483302791436,,3.259362707692464,54.00420973953088
Baseline,2051,,345.4491467580508,1.776704408570808,,54.88008332617612,,56.44097419221464,-1.5608908660385197,,3.259362707692464,54.49898743081487
Baseline,2052,,363.80450708867727,1.7521515148803672,,54.88008332617612,,56.42362001093579,-1.5435366847596725,,3.259362707692464,54.97953443508671
