scenario,year,real_gdp,nominal_gdp,real_gdp_growth_percent,nominal_gdp_growth_percent,revenue_percent_gdp,interest_expenditure_percent_gdp,primary_expenditure_percent_gdp,primary_balance_percent_gdp,overall_balance_percent_gdp,nominal_interest_rate,debt_to_gdp
Baseline,2030,,2461901.8902879795,5.768820618370185,,34.278286691014436,,37.398882464338,-3.120595773323565,,3.7368167427633963,51.921163070944466
Baseline,2031,,2693195.821059336,5.695583422965839,,34.278286691014436,,37.29908865592192,-3.020801964907484,,3.7368167427633963,52.25650452935677
Baseline,2032,,2942850.070590937,5.574699741615774,,34.278286691014436,,37.22241851408895,-2.944131823074514,,3.7368167427633963,52.55457064418621
Baseline,2033,,3210272.05635711,5.3982383520871196,,34.27828669101444,,37.18657676298421,-2.908290071969766,,3.7368167427633963,52.88523538409388
Baseline,2034,,3495928.5147447865,5.215653084905057,,34.278286691014436,,37.18612819803249,-2.9078415070180554,,3.7368167427633963,53.28650638795074
Baseline,2035,,3800242.5723961242,5.028805323668493,,34.278286691014436,,37.2159898865651,-2.937703195550661,,3.7368167427633963,53.788924678218336
Baseline,2036,,4122812.138866939,4.819450206156901,,34.278286691014436,,37.275875122925704,-2.997588431911268,,3.7368167427633963,54.43078921235899
Baseline,2037,,4464105.143261343,4.6165801563385855,,34.27828669101444,,37.3531695562696,-3.074882865255155,,3.7368167427633963,55.22276551863632
Baseline,2038,,4822935.030573316,4.384651788135045,,34.27828669101444,,37.44409136695123,-3.1658046759367835,,3.7368167427633963,56.189998293225294
Baseline,2039,,5196480.3291671565,4.101629182167827,,34.278286691014436,,37.55211094917665,-3.2738242581622146,,3.7368167427633963,57.373425002355724
Baseline,2040,,5581780.871524079,3.7822652069187512,,34.278286691014436,,37.67242356846992,-3.3941368774554803,,3.7368167427633963,58.80312234381468
Baseline,2041,,5975128.101126073,3.427038108198019,,34.278286691014436,,37.804008601302925,-3.525721910288489,,3.7368167427633963,60.51050068085324
Baseline,2042,,6372177.8898898605,3.038688195820697,,34.278286691014436,,36.34261870860799,-2.064332017593557,,3.7368167427633963,60.92470269946936
Baseline,2043,,6769335.183157773,2.640268050209002,,34.278286691014436,,36.09277693928572,-1.8144902482712837,,3.7368167427633963,61.30781068246391
Baseline,2044,,7165062.656928032,2.266554466505724,,34.278286691014436,,35.87142466395703,-1.5931379729425927,,3.7368167427633963,61.67933961785254
Baseline,2045,,7559721.161487318,1.9401890342649182,,34.278286691014436,,35.6584073128892,-1.3801206218747666,,3.7368167427633963,62.023982226097424
Baseline,2046,,7956485.974428782,1.6892805704700038,,34.278286691014436,,35.462567608189666,-1.1842809171752293,,3.7368167427633963,62.3174681989821
Baseline,2047,,8358437.961687471,1.499399309997827,,34.27828669101444,,35.30928802047045,-1.0310013294560036,,3.7368167427633963,62.56836633344455
Baseline,2048,,8769420.832097838,1.3690645071927179,,34.27828669101444,,35.18989354897576,-0.911606857961317,,3.7368167427633963,62.77616913414492
Baseline,2049,,9192464.822592465,1.2793056040310233,,34.27828669101444,,35.10358943584162,-0.8253027448271766,,3.7368167427633963,62.950339973947365
Baseline,2050,,9629732.044431796,1.2143000966547675,,34.278286691014436,,35.045854710297775,-0.7675680192833383,,3.7368167427633963,63.10498042942985
Baseline,2051,,10082457.760158146,1.1607076638361633,,34.278286691014436,,35.005958216617074,-0.7276715256026378,,3.7368167427633963,63.2513246473109
Baseline,2052,,10551938.094396412,1.1173020752463145,,34.278286691014436,,34.974386406196075,-0.6960997151816386,,3.7368167427633963,63.391650051205865
Baseline,2053,,11039446.465548197,1.0822064662740587,,34.27828669101443,,34.948394710361875,-0.6701080193474453,,3.7368167427633963,63.52656685860632
Baseline,2054,,11544641.703690127,1.039877558908401,,34.27828669101443,,34.93243946726897,-0.6541527762545414,,3.7368167427633963,63.670778041480666
Baseline,2055,,12067521.937388498,0.9943988272299151,,34.27828669101443,,34.91472024970758,-0.6364335586931489,,3.7368167427633963,63.82455379212631
Baseline,2056,,12609005.493757099,0.953734054420579,,34.27828669101443,,34.89400622981315,-0.6157195387987215,,3.7368167427633963,63.981963850328086
Baseline,2057,,13170005.328608213,0.9171011613351254,,34.27828669101443,,34.8749992318082,-0.5967125407937672,,3.7368167427633963,64.14229525201928
