scenario,year,real_gdp,nominal_gdp,real_gdp_growth_percent,nominal_gdp_growth_percent,revenue_percent_gdp,interest_expenditure_percent_gdp,primary_expenditure_percent_gdp,primary_balance_percent_gdp,overall_balance_percent_gdp,nominal_interest_rate,debt_to_gdp
Baseline,2030,,2524.9337404719017,4.664222546081859,,32.165640963272075,,33.67200248444901,-1.5063615211769346,,3.3950496513826125,71.07987133564848
Baseline,2031,,2733.6684044388985,4.605735556511334,,32.165640963272075,,33.63796918053917,-1.4723282172670977,,3.3950496513826125,69.35368772606213
Baseline,2032,,2944.9414477393743,4.085559578717863,,32.165640963272075,,33.75272498515939,-1.5870840218873141,,3.3950496513826125,68.15094020274728
Baseline,2033,,3151.918361565287,3.408906572397669,,32.165640963272075,,34.06804496746879,-1.9024040041967183,,3.3950496513826125,67.73989955270827
Baseline,2034,,3370.664498320073,3.323763534537477,,32.16564096327208,,34.389864630624245,-2.224223667352163,,3.3950496513826125,67.71855730075949
Baseline,2035,,3609.859633791947,3.4747625439322576,,32.16564096327208,,34.629071278444954,-2.4634303151728716,,3.3950496513826125,67.84158450282179
Baseline,2036,,3867.1035223130343,3.5035232572647033,,32.165640963272075,,34.707778912056064,-2.5421379487839886,,3.3950496513826125,68.02086767636854
Baseline,2037,,4139.942943918375,3.4351640774953154,,32.16564096327208,,34.70407070540978,-2.5384297421376942,,3.3950496513826125,68.23358693192472
Baseline,2038,,4426.878431090371,3.314883466929473,,32.16564096327208,,34.64780340371908,-2.4821624404469986,,3.3950496513826125,68.45948816380513
Baseline,2039,,4719.259518073728,2.9996893506789633,,32.16564096327208,,34.608908089597854,-2.4432671263257717,,3.3950496513826125,68.84159296780163
Baseline,2040,,5010.532542726854,2.5816492108604763,,32.16564096327208,,34.46998739214687,-2.304346428874787,,3.3950496513826125,69.3453690918611
Baseline,2041,,5301.773824127038,2.2343781407392953,,32.16564096327208,,34.2248177824025,-2.059176819130421,,3.3950496513826125,69.82019150311191
Baseline,2042,,5588.342132415606,1.840715169220644,,32.16564096327208,,34.01602303007256,-1.8503820668004778,,3.3950496513826125,70.33909289651655
Baseline,2043,,5868.777005885341,1.4668718084421641,,32.16564096327208,,33.76796878058618,-1.602327817314098,,3.3950496513826125,70.85425890320604
Baseline,2044,,6143.009377327785,1.133076870209024,,32.16564096327208,,33.51078986488372,-1.345148901611637,,3.3950496513826125,71.33452720588159
Baseline,2045,,6412.056290911814,0.8499757845875706,,32.16564096327208,,33.274985674698534,-1.109344711426452,,3.3950496513826125,71.77093140135412
Baseline,2046,,6681.919310025038,0.6847163080109482,,32.16564096327208,,33.05061156412717,-0.884970600855091,,3.3950496513826125,72.09553499515005
