vintage,iso3c,measure,variant,years,value
weo-2024-10,KEN,working_age,Low,2041,48061
weo-2024-10,KEN,working_age,Low,2042,48760
weo-2024-10,KEN,working_age,Low,2043,49420
weo-2024-10,KEN,working_age,Low,2044,50073
weo-2024-10,KEN,working_age,Low,2045,50718
weo-2024-10,KEN,working_age,Low,2046,51354
weo-2024-10,KEN,working_age,Low,2047,51951
weo-2024-10,KEN,working_age,Low,2048,52507
weo-2024-10,KEN,working_age,Low,2049,53046
weo-2024-10,KEN,working_age,Low,2050,53565
weo-2024-10,KEN,working_age,Low,2051,54058
weo-2024-10,KEN,working_age,Low,2052,54526
weo-2024-10,KEN,working_age,Low,2053,54979
weo-2024-10,KEN,working_age,Low,2054,55416
weo-2024-10,KEN,working_age,Low,2055,55830
weo-2024-10,KEN,working_age,Low,2056,56227
weo-2024-10,KEN,working_age,Low,2057,56603
weo-2024-10,KEN,working_age,Low,2058,56956
weo-2024-10,KEN,working_age,Low,2059,57285
weo-2024-10,KEN,working_age,Low,2060,57586
weo-2024-10,KEN,working_age,Low,2061,57855
weo-2024-10,KEN,working_age,Low,2062,58089
weo-2024-10,KEN,working_age,Low,2063,58284
weo-2024-10,KEN,working_age,Low,2064,58439
weo-2024-10,KEN,working_age,Low,2065,58554
weo-2024-10,KEN,working_age,Low,2066,58621
weo-2024-10,KEN,working_age,Low,2067,58646
weo-2024-10,KEN,working_age,Low,2068,58631
weo-2024-10,KEN,working_age,Low,2069,58578
weo-2024-10,KEN,working_age,Low,2070,58487
weo-2024-10,KEN,working_age,Low,2071,58356
weo-2024-10,KEN,working_age,Low,2072,58184
weo-2024-10,KEN,working_age,Low,2073,57976
weo-2024-10,KEN,working_age,Low,2074,57743
weo-2024-10,KEN,working_age,Low,2075,57496
weo-2024-10,KEN,working_age,Low,2076,57241
weo-2024-10,KEN,working_age,Low,2077,56980
weo-2024-10,KEN,working_age,Low,2078,56715
weo-2024-10,KEN,working_age,Low,2079,56443
weo-2024-10,KEN,working_age,Low,2080,56153
weo-2024-10,KEN,working_age,Low,2081,55840
weo-2024-10,KEN,working_age,Low,2082,55510
weo-2024-10,KEN,working_age,Low,2083,55168
weo-2024-10,KEN,working_age,Low,2084,54813
weo-2024-10,KEN,working_age,Low,2085,54438
weo-2024-10,KEN,working_age,Low,2086,54040
weo-2024-10,KEN,working_age,Low,2087,53653
weo-2024-10,KEN,working_age,Low,2088,53277
weo-2024-10,KEN,working_age,Low,2089,52880
weo-2024-10,KEN,working_age,Low,2090,52458
weo-2024-10,KEN,working_age,Low,2091,52011
weo-2024-10,KEN,working_age,Low,2092,51566
weo-2024-10,KEN,working_age,Low,2093,51127
weo-2024-10,KEN,working_age,Low,2094,50668
weo-2024-10,KEN,working_age,Low,2095,50188
weo-2024-10,KEN,working_age,Low,2096,49690
weo-2024-10,KEN,working_age,Low,2097,49196
weo-2024-10,KEN,working_age,Low,2098,48709
weo-2024-10,KEN,working_age,Low,2099,48210
weo-2024-10,KEN,working_age,Medium,2009,21975
weo-2024-10,KEN,working_age,Medium,2010,22669
weo-2024-10,KEN,working_age,Medium,2011,23357
weo-2024-10,KEN,working_age,Medium,2012,24049
weo-2024-10,KEN,working_age,Medium,2013,24755
weo-2024-10,KEN,working_age,Medium,2014,25471
weo-2024-10,KEN,working_age,Medium,2015,26203
weo-2024-10,KEN,working_age,Medium,2016,26981
weo-2024-10,KEN,working_age,Medium,2017,27788
weo-2024-10,KEN,working_age,Medium,2018,28586
weo-2024-10,KEN,working_age,Medium,2019,29403
weo-2024-10,KEN,working_age,Medium,2020,30268
weo-2024-10,KEN,working_age,Medium,2021,31147
weo-2024-10,KEN,working_age,Medium,2022,32047
weo-2024-10,KEN,working_age,Medium,2023,32990
weo-2024-10,KEN,working_age,Medium,2024,33950
weo-2024-10,KEN,working_age,Medium,2025,34900
weo-2024-10,KEN,working_age,Medium,2026,35825
weo-2024-10,KEN,working_age,Medium,2027,36725
weo-2024-10,KEN,working_age,Medium,2028,37604
weo-2024-10,KEN,working_age,Medium,2029,38462
weo-2024-10,KEN,working_age,Medium,2030,39314
weo-2024-10,KEN,working_age,Medium,2031,40168
weo-2024-10,KEN,working_age,Medium,2032,41018
weo-2024-10,KEN,working_age,Medium,2033,41855
weo-2024-10,KEN,working_age,Medium,2034,42683
weo-2024-10,KEN,working_age,Medium,2035,43511
weo-2024-10,KEN,working_age,Medium,2036,44337
weo-2024-10,KEN,working_age,Medium,2037,45171
weo-2024-10,KEN,working_age,Medium,2038,46017
weo-2024-10,KEN,working_age,Medium,2039,46866
weo-2024-10,KEN,working_age,Medium,2040,47717
weo-2024-10,KEN,working_age,Medium,2041,48570
weo-2024-10,KEN,working_age,Medium,2042,49428
weo-2024-10,KEN,working_age,Medium,2043,50288
weo-2024-10,KEN,working_age,Medium,2044,51145
weo-2024-10,KEN,working_age,Medium,2045,52000
weo-2024-10,KEN,working_age,Medium,2046,52849
weo-2024-10,KEN,working_age,Medium,2047,53691
weo-2024-10,KEN,working_age,Medium,2048,54524
weo-2024-10,KEN,working_age,Medium,2049,55345
weo-2024-10,KEN,working_age,Medium,2050,56149
weo-2024-10,KEN,working_age,Medium,2051,56932
weo-2024-10,KEN,working_age,Medium,2052,57692
weo-2024-10,KEN,working_age,Medium,2053,58442
weo-2024-10,KEN,working_age,Medium,2054,59178
weo-2024-10,KEN,working_age,Medium,2055,59896
weo-2024-10,KEN,working_age,Medium,2056,60601
weo-2024-10,KEN,working_age,Medium,2057,61291
weo-2024-10,KEN,working_age,Medium,2058,61965
weo-2024-10,KEN,working_age,Medium,2059,62623
weo-2024-10,KEN,working_age,Medium,2060,63261
weo-2024-10,KEN,working_age,Medium,2061,63876
weo-2024-10,KEN,working_age,Medium,2062,64468
weo-2024-10,KEN,working_age,Medium,2063,65032
weo-2024-10,KEN,working_age,Medium,2064,65569
weo-2024-10,KEN,working_age,Medium,2065,66078
weo-2024-10,KEN,working_age,Medium,2066,66554
weo-2024-10,KEN,working_age,Medium,2067,67001
weo-2024-10,KEN,working_age,Medium,2068,67422
weo-2024-10,KEN,working_age,Medium,2069,67819
weo-2024-10,KEN,working_age,Medium,2070,68191
weo-2024-10,KEN,working_age,Medium,2071,68538
weo-2024-10,KEN,working_age,Medium,2072,68855
weo-2024-10,KEN,working_age,Medium,2073,69149
weo-2024-10,KEN,working_age,Medium,2074,69427
weo-2024-10,KEN,working_age,Medium,2075,69699
weo-2024-10,KEN,working_age,Medium,2076,69971
weo-2024-10,KEN,working_age,Medium,2077,70245
weo-2024-10,KEN,working_age,Medium,2078,70521
weo-2024-10,KEN,working_age,Medium,2079,70797
weo-2024-10,KEN,working_age,Medium,2080,71058
weo-2024-10,KEN,working_age,Medium,2081,71300
weo-2024-10,KEN,working_age,Medium,2082,71529
weo-2024-10,KEN,working_age,Medium,2083,71749
weo-2024-10,KEN,working_age,Medium,2084,71960
weo-2024-10,KEN,working_age,Medium,2085,72152
weo-2024-10,KEN,working_age,Medium,2086,72323
weo-2024-10,KEN,working_age,Medium,2087,72468
weo-2024-10,KEN,working_age,Medium,2088,72586
weo-2024-10,KEN,working_age,Medium,2089,72685
weo-2024-10,KEN,working_age,Medium,2090,72759
weo-2024-10,KEN,working_age,Medium,2091,72809
weo-2024-10,KEN,working_age,Medium,2092,72836
weo-2024-10,KEN,working_age,Medium,2093,72842
weo-2024-10,KEN,working_age,Medium,2094,72830
weo-2024-10,KEN,working_age,Medium,2095,72798
weo-2024-10,KEN,working_age,Medium,2096,72750
weo-2024-10,KEN,working_age,Medium,2097,72687
weo-2024-10,KEN,working_age,Medium,2098,72611
weo-2024-10,KEN,working_age,Medium,2099,72527
weo-2024-10,KEN,working_age,High,2009,21975
weo-2024-10,KEN,working_age,High,2010,22669
weo-2024-10,KEN,working_age,High,2011,23357
weo-2024-10,KEN,working_age,High,2012,24049
weo-2024-10,KEN,working_age,High,2013,24755
weo-2024-10,KEN,working_age,High,2014,25471
weo-2024-10,KEN,working_age,High,2015,26203
weo-2024-10,KEN,working_age,High,2016,26981
weo-2024-10,KEN,working_age,High,2017,27788
weo-2024-10,KEN,working_age,High,2018,28586
weo-2024-10,KEN,working_age,High,2019,29403
weo-2024-10,KEN,working_age,High,2020,30268
weo-2024-10,KEN,working_age,High,2021,31147
weo-2024-10,KEN,working_age,High,2022,32047
weo-2024-10,KEN,working_age,High,2023,32990
weo-2024-10,KEN,working_age,High,2024,33950
weo-2024-10,KEN,working_age,High,2025,34900
weo-2024-10,KEN,working_age,High,2026,35825
weo-2024-10,KEN,working_age,High,2027,36725
weo-2024-10,KEN,working_age,High,2028,37604
weo-2024-10,KEN,working_age,High,2029,38462
weo-2024-10,KEN,working_age,High,2030,39314
weo-2024-10,KEN,working_age,High,2031,40168
weo-2024-10,KEN,working_age,High,2032,41018
weo-2024-10,KEN,working_age,High,2033,41855
weo-2024-10,KEN,working_age,High,2034,42683
weo-2024-10,KEN,working_age,High,2035,43511
weo-2024-10,KEN,working_age,High,2036,44337
weo-2024-10,KEN,working_age,High,2037,45225
weo-2024-10,KEN,working_age,High,2038,46180
weo-2024-10,KEN,working_age,High,2039,47142
weo-2024-10,KEN,working_age,High,2040,48108
weo-2024-10,KEN,working_age,High,2041,49080
weo-2024-10,KEN,working_age,High,2042,50097
weo-2024-10,KEN,working_age,High,2043,51156
weo-2024-10,KEN,working_age,High,2044,52219
weo-2024-10,KEN,working_age,High,2045,53283
weo-2024-10,KEN,working_age,High,2046,54346
weo-2024-10,KEN,working_age,High,2047,55435
weo-2024-10,KEN,working_age,High,2048,56546
weo-2024-10,KEN,working_age,High,2049,57649
weo-2024-10,KEN,working_age,High,2050,58740
weo-2024-10,KEN,working_age,High,2051,59813
weo-2024-10,KEN,working_age,High,2052,60868
weo-2024-10,KEN,working_age,High,2053,61915
weo-2024-10,KEN,working_age,High,2054,62953
weo-2024-10,KEN,working_age,High,2055,63978
weo-2024-10,KEN,working_age,High,2056,64994
weo-2024-10,KEN,working_age,High,2057,66004
weo-2024-10,KEN,working_age,High,2058,67008
weo-2024-10,KEN,working_age,High,2059,68005
weo-2024-10,KEN,working_age,High,2060,68996
weo-2024-10,KEN,working_age,High,2061,69978
weo-2024-10,KEN,working_age,High,2062,70953
weo-2024-10,KEN,working_age,High,2063,71917
weo-2024-10,KEN,working_age,High,2064,72873
weo-2024-10,KEN,working_age,High,2065,73821
weo-2024-10,KEN,working_age,High,2066,74757
weo-2024-10,KEN,working_age,High,2067,75685
weo-2024-10,KEN,working_age,High,2068,76609
weo-2024-10,KEN,working_age,High,2069,77531
weo-2024-10,KEN,working_age,High,2070,78450
weo-2024-10,KEN,working_age,High,2071,79365
weo-2024-10,KEN,working_age,High,2072,80269
weo-2024-10,KEN,working_age,High,2073,81169
weo-2024-10,KEN,working_age,High,2074,82069
weo-2024-10,KEN,working_age,High,2075,82978
weo-2024-10,KEN,working_age,High,2076,83901
weo-2024-10,KEN,working_age,High,2077,84838
weo-2024-10,KEN,working_age,High,2078,85789
weo-2024-10,KEN,working_age,High,2079,86751
weo-2024-10,KEN,working_age,High,2080,87708
weo-2024-10,KEN,working_age,High,2081,88655
weo-2024-10,KEN,working_age,High,2082,89599
weo-2024-10,KEN,working_age,High,2083,90543
weo-2024-10,KEN,working_age,High,2084,91487
weo-2024-10,KEN,working_age,High,2085,92421
weo-2024-10,KEN,working_age,High,2086,93346
weo-2024-10,KEN,working_age,High,2087,94215
weo-2024-10,KEN,working_age,High,2088,95029
weo-2024-10,KEN,working_age,High,2089,95835
weo-2024-10,KEN,working_age,High,2090,96628
weo-2024-10,KEN,working_age,High,2091,97411
weo-2024-10,KEN,working_age,High,2092,98155
weo-2024-10,KEN,working_age,High,2093,98867
weo-2024-10,KEN,working_age,High,2094,99573
weo-2024-10,KEN,working_age,High,2095,100274
weo-2024-10,KEN,working_age,High,2096,100975
weo-2024-10,KEN,working_age,High,2097,101654
weo-2024-10,KEN,working_age,High,2098,102316
weo-2024-10,KEN,working_age,High,2099,102982
weo-2024-10,KEN,total,Low,2009,40364
weo-2024-10,KEN,total,Low,2010,41518
weo-2024-10,KEN,total,Low,2011,42635
weo-2024-10,KEN,total,Low,2012,43726
weo-2024-10,KEN,total,Low,2013,44792
weo-2024-10,KEN,total,Low,2014,45832
weo-2024-10,KEN,total,Low,2015,46851
weo-2024-10,KEN,total,Low,2016,47895
weo-2024-10,KEN,total,Low,2017,48948
weo-2024-10,KEN,total,Low,2018,49953
weo-2024-10,KEN,total,Low,2019,50951
weo-2024-10,KEN,total,Low,2020,51986
weo-2024-10,KEN,total,Low,2021,53006
weo-2024-10,KEN,total,Low,2022,53972
weo-2024-10,KEN,total,Low,2023,54934
weo-2024-10,KEN,total,Low,2024,55922
weo-2024-10,KEN,total,Low,2025,56926
weo-2024-10,KEN,total,Low,2026,57940
weo-2024-10,KEN,total,Low,2027,58926
weo-2024-10,KEN,total,Low,2028,59882
weo-2024-10,KEN,total,Low,2029,60842
weo-2024-10,KEN,total,Low,2030,61804
weo-2024-10,KEN,total,Low,2031,62769
weo-2024-10,KEN,total,Low,2032,63706
weo-2024-10,KEN,total,Low,2033,64610
weo-2024-10,KEN,total,Low,2034,65509
weo-2024-10,KEN,total,Low,2035,66398
weo-2024-10,KEN,total,Low,2036,67272
weo-2024-10,KEN,total,Low,2037,68131
weo-2024-10,KEN,total,Low,2038,68981
weo-2024-10,KEN,total,Low,2039,69816
weo-2024-10,KEN,total,Low,2040,70631
weo-2024-10,KEN,total,Low,2041,71425
weo-2024-10,KEN,total,Low,2042,72199
weo-2024-10,KEN,total,Low,2043,72950
weo-2024-10,KEN,total,Low,2044,73679
weo-2024-10,KEN,total,Low,2045,74386
weo-2024-10,KEN,total,Low,2046,75069
weo-2024-10,KEN,total,Low,2047,75727
weo-2024-10,KEN,total,Low,2048,76359
weo-2024-10,KEN,total,Low,2049,76965
weo-2024-10,KEN,total,Low,2050,77544
weo-2024-10,KEN,total,Low,2051,78094
weo-2024-10,KEN,total,Low,2052,78617
weo-2024-10,KEN,total,Low,2053,79111
weo-2024-10,KEN,total,Low,2054,79578
weo-2024-10,KEN,total,Low,2055,80022
weo-2024-10,KEN,total,Low,2056,80441
weo-2024-10,KEN,total,Low,2057,80834
weo-2024-10,KEN,total,Low,2058,81201
weo-2024-10,KEN,total,Low,2059,81541
weo-2024-10,KEN,total,Low,2060,81852
weo-2024-10,KEN,total,Low,2061,82133
weo-2024-10,KEN,total,Low,2062,82387
weo-2024-10,KEN,total,Low,2063,82618
weo-2024-10,KEN,total,Low,2064,82823
weo-2024-10,KEN,total,Low,2065,83002
weo-2024-10,KEN,total,Low,2066,83156
weo-2024-10,KEN,total,Low,2067,83285
weo-2024-10,KEN,total,Low,2068,83388
weo-2024-10,KEN,total,Low,2069,83468
weo-2024-10,KEN,total,Low,2070,83522
weo-2024-10,KEN,total,Low,2071,83549
weo-2024-10,KEN,total,Low,2072,83549
weo-2024-10,KEN,total,Low,2073,83526
weo-2024-10,KEN,total,Low,2074,83480
weo-2024-10,KEN,total,Low,2075,83407
weo-2024-10,KEN,total,Low,2076,83309
weo-2024-10,KEN,total,Low,2077,83185
weo-2024-10,KEN,total,Low,2078,83040
weo-2024-10,KEN,total,Low,2079,82871
weo-2024-10,KEN,total,Low,2080,82678
weo-2024-10,KEN,total,Low,2081,82463
weo-2024-10,KEN,total,Low,2082,82228
weo-2024-10,KEN,total,Low,2083,81971
weo-2024-10,KEN,total,Low,2084,81694
weo-2024-10,KEN,total,Low,2085,81397
weo-2024-10,KEN,total,Low,2086,81077
weo-2024-10,KEN,total,Low,2087,80737
weo-2024-10,KEN,total,Low,2088,80378
weo-2024-10,KEN,total,Low,2089,80000
weo-2024-10,KEN,total,Low,2090,79603
weo-2024-10,KEN,total,Low,2091,79186
weo-2024-10,KEN,total,Low,2092,78751
weo-2024-10,KEN,total,Low,2093,78301
weo-2024-10,KEN,total,Low,2094,77834
weo-2024-10,KEN,total,Low,2095,77352
weo-2024-10,KEN,total,Low,2096,76856
weo-2024-10,KEN,total,Low,2097,76350
weo-2024-10,KEN,total,Low,2098,75835
weo-2024-10,KEN,total,Low,2099,75311
weo-2024-10,KEN,total,Medium,2009,40364
weo-2024-10,KEN,total,Medium,2010,41518
weo-2024-10,KEN,total,Medium,2011,42635
weo-2024-10,KEN,total,Medium,2012,43726
weo-2024-10,KEN,total,Medium,2013,44792
weo-2024-10,KEN,total,Medium,2014,45832
weo-2024-10,KEN,total,Medium,2015,46851
weo-2024-10,KEN,total,Medium,2016,47895
weo-2024-10,KEN,total,Medium,2017,48948
weo-2024-10,KEN,total,Medium,2018,49953
weo-2024-10,KEN,total,Medium,2019,50951
weo-2024-10,KEN,total,Medium,2020,51986
weo-2024-10,KEN,total,Medium,2021,53006
weo-2024-10,KEN,total,Medium,2022,54027
weo-2024-10,KEN,total,Medium,2023,55101
weo-2024-10,KEN,total,Medium,2024,56203
weo-2024-10,KEN,total,Medium,2025,57324
weo-2024-10,KEN,total,Medium,2026,58457
weo-2024-10,KEN,total,Medium,2027,59604
weo-2024-10,KEN,total,Medium,2028,60763
weo-2024-10,KEN,total,Medium,2029,61930
weo-2024-10,KEN,total,Medium,2030,63104
weo-2024-10,KEN,total,Medium,2031,64284
weo-2024-10,KEN,total,Medium,2032,65470
weo-2024-10,KEN,total,Medium,2033,66656
weo-2024-10,KEN,total,Medium,2034,67840
weo-2024-10,KEN,total,Medium,2035,69019
weo-2024-10,KEN,total,Medium,2036,70186
weo-2024-10,KEN,total,Medium,2037,71343
weo-2024-10,KEN,total,Medium,2038,72494
weo-2024-10,KEN,total,Medium,2039,73634
weo-2024-10,KEN,total,Medium,2040,74758
weo-2024-10,KEN,total,Medium,2041,75867
weo-2024-10,KEN,total,Medium,2042,76961
weo-2024-10,KEN,total,Medium,2043,78040
weo-2024-10,KEN,total,Medium,2044,79104
weo-2024-10,KEN,total,Medium,2045,80157
weo-2024-10,KEN,total,Medium,2046,81195
weo-2024-10,KEN,total,Medium,2047,82220
weo-2024-10,KEN,total,Medium,2048,83230
weo-2024-10,KEN,total,Medium,2049,84228
weo-2024-10,KEN,total,Medium,2050,85212
weo-2024-10,KEN,total,Medium,2051,86181
weo-2024-10,KEN,total,Medium,2052,87137
weo-2024-10,KEN,total,Medium,2053,88080
weo-2024-10,KEN,total,Medium,2054,89009
weo-2024-10,KEN,total,Medium,2055,89931
weo-2024-10,KEN,total,Medium,2056,90842
weo-2024-10,KEN,total,Medium,2057,91739
weo-2024-10,KEN,total,Medium,2058,92624
weo-2024-10,KEN,total,Medium,2059,93492
weo-2024-10,KEN,total,Medium,2060,94340
weo-2024-10,KEN,total,Medium,2061,95168
weo-2024-10,KEN,total,Medium,2062,95977
weo-2024-10,KEN,total,Medium,2063,96770
weo-2024-10,KEN,total,Medium,2064,97546
weo-2024-10,KEN,total,Medium,2065,98299
weo-2024-10,KEN,total,Medium,2066,99034
weo-2024-10,KEN,total,Medium,2067,99748
weo-2024-10,KEN,total,Medium,2068,100441
weo-2024-10,KEN,total,Medium,2069,101116
weo-2024-10,KEN,total,Medium,2070,101769
weo-2024-10,KEN,total,Medium,2071,102398
weo-2024-10,KEN,total,Medium,2072,103005
weo-2024-10,KEN,total,Medium,2073,103592
weo-2024-10,KEN,total,Medium,2074,104161
weo-2024-10,KEN,total,Medium,2075,104706
weo-2024-10,KEN,total,Medium,2076,105230
weo-2024-10,KEN,total,Medium,2077,105734
weo-2024-10,KEN,total,Medium,2078,106221
weo-2024-10,KEN,total,Medium,2079,106689
weo-2024-10,KEN,total,Medium,2080,107137
weo-2024-10,KEN,total,Medium,2081,107570
weo-2024-10,KEN,total,Medium,2082,107986
weo-2024-10,KEN,total,Medium,2083,108386
weo-2024-10,KEN,total,Medium,2084,108769
weo-2024-10,KEN,total,Medium,2085,109136
weo-2024-10,KEN,total,Medium,2086,109484
weo-2024-10,KEN,total,Medium,2087,109812
weo-2024-10,KEN,total,Medium,2088,110124
weo-2024-10,KEN,total,Medium,2089,110420
weo-2024-10,KEN,total,Medium,2090,110697
weo-2024-10,KEN,total,Medium,2091,110953
weo-2024-10,KEN,total,Medium,2092,111190
weo-2024-10,KEN,total,Medium,2093,111411
weo-2024-10,KEN,total,Medium,2094,111613
weo-2024-10,KEN,total,Medium,2095,111798
weo-2024-10,KEN,total,Medium,2096,111966
weo-2024-10,KEN,total,Medium,2097,112122
weo-2024-10,KEN,total,Medium,2098,112267
weo-2024-10,KEN,total,Medium,2099,112402
weo-2024-10,KEN,total,High,2009,40364
weo-2024-10,KEN,total,High,2010,41518
weo-2024-10,KEN,total,High,2011,42635
weo-2024-10,KEN,total,High,2012,43726
weo-2024-10,KEN,total,High,2013,44792
weo-2024-10,KEN,total,High,2014,45832
weo-2024-10,KEN,total,High,2015,46851
weo-2024-10,KEN,total,High,2016,47895
weo-2024-10,KEN,total,High,2017,48948
weo-2024-10,KEN,total,High,2018,49953
weo-2024-10,KEN,total,High,2019,50951
weo-2024-10,KEN,total,High,2020,51986
weo-2024-10,KEN,total,High,2021,53006
weo-2024-10,KEN,total,High,2022,54083
weo-2024-10,KEN,total,High,2023,55267
weo-2024-10,KEN,total,High,2024,56484
weo-2024-10,KEN,total,High,2025,57722
weo-2024-10,KEN,total,High,2026,58975
weo-2024-10,KEN,total,High,2027,60283
weo-2024-10,KEN,total,High,2028,61645
weo-2024-10,KEN,total,High,2029,63019
weo-2024-10,KEN,total,High,2030,64406
weo-2024-10,KEN,total,High,2031,65803
weo-2024-10,KEN,total,High,2032,67238
weo-2024-10,KEN,total,High,2033,68706
weo-2024-10,KEN,total,High,2034,70176
weo-2024-10,KEN,total,High,2035,71647
weo-2024-10,KEN,total,High,2036,73109
weo-2024-10,KEN,total,High,2037,74564
weo-2024-10,KEN,total,High,2038,76018
weo-2024-10,KEN,total,High,2039,77465
weo-2024-10,KEN,total,High,2040,78901
weo-2024-10,KEN,total,High,2041,80328
weo-2024-10,KEN,total,High,2042,81749
weo-2024-10,KEN,total,High,2043,83163
weo-2024-10,KEN,total,High,2044,84576
weo-2024-10,KEN,total,High,2045,85988
weo-2024-10,KEN,total,High,2046,87402
weo-2024-10,KEN,total,High,2047,88819
weo-2024-10,KEN,total,High,2048,90239
weo-2024-10,KEN,total,High,2049,91666
weo-2024-10,KEN,total,High,2050,93100
weo-2024-10,KEN,total,High,2051,94540
weo-2024-10,KEN,total,High,2052,95990
weo-2024-10,KEN,total,High,2053,97449
weo-2024-10,KEN,total,High,2054,98917
weo-2024-10,KEN,total,High,2055,100400
weo-2024-10,KEN,total,High,2056,101894
weo-2024-10,KEN,total,High,2057,103396
weo-2024-10,KEN,total,High,2058,104903
weo-2024-10,KEN,total,High,2059,106412
weo-2024-10,KEN,total,High,2060,107917
weo-2024-10,KEN,total,High,2061,109415
weo-2024-10,KEN,total,High,2062,110910
weo-2024-10,KEN,total,High,2063,112401
weo-2024-10,KEN,total,High,2064,113887
weo-2024-10,KEN,total,High,2065,115362
weo-2024-10,KEN,total,High,2066,116829
weo-2024-10,KEN,total,High,2067,118287
weo-2024-10,KEN,total,High,2068,119734
weo-2024-10,KEN,total,High,2069,121174
weo-2024-10,KEN,total,High,2070,122603
weo-2024-10,KEN,total,High,2071,124021
weo-2024-10,KEN,total,High,2072,125430
weo-2024-10,KEN,total,High,2073,126833
weo-2024-10,KEN,total,High,2074,128232
weo-2024-10,KEN,total,High,2075,129623
weo-2024-10,KEN,total,High,2076,131008
weo-2024-10,KEN,total,High,2077,132391
weo-2024-10,KEN,total,High,2078,133774
weo-2024-10,KEN,total,High,2079,135157
weo-2024-10,KEN,total,High,2080,136538
weo-2024-10,KEN,total,High,2081,137922
weo-2024-10,KEN,total,High,2082,139309
weo-2024-10,KEN,total,High,2083,140696
weo-2024-10,KEN,total,High,2084,142084
weo-2024-10,KEN,total,High,2085,143474
weo-2024-10,KEN,total,High,2086,144858
weo-2024-10,KEN,total,High,2087,146236
weo-2024-10,KEN,total,High,2088,147613
weo-2024-10,KEN,total,High,2089,148986
weo-2024-10,KEN,total,High,2090,150351
weo-2024-10,KEN,total,High,2091,151706
weo-2024-10,KEN,total,High,2092,153050
weo-2024-10,KEN,total,High,2093,154387
weo-2024-10,KEN,total,High,2094,155715
weo-2024-10,KEN,total,High,2095,157031
weo-2024-10,KEN,total,High,2096,158339
weo-2024-10,KEN,total,High,2097,159645
weo-2024-10,KEN,total,High,2098,160951
weo-2024-10,KEN,total,High,2099,162254
weo-2024-10,BGD,working_age,Low,2009,90581
weo-2024-10,BGD,working_age,Low,2010,92256
weo-2024-10,BGD,working_age,Low,2011,94117
weo-2024-10,BGD,working_age,Low,2012,96129
weo-2024-10,BGD,working_age,Low,2013,98277
weo-2024-10,BGD,working_age,Low,2014,100454
weo-2024-10,BGD,working_age,Low,2015,102576
weo-2024-10,BGD,working_age,Low,2016,104745
weo-2024-10,BGD,working_age,Low,2017,106942
weo-2024-10,BGD,working_age,Low,2018,108985
weo-2024-10,BGD,working_age,Low,2019,110895
weo-2024-10,BGD,working_age,Low,2020,112816
weo-2024-10,BGD,working_age,Low,2021,114688
weo-2024-10,BGD,working_age,Low,2022,116383
weo-2024-10,BGD,working_age,Low,2023,117964
weo-2024-10,BGD,working_age,Low,2024,119445
weo-2024-10,BGD,working_age,Low,2025,120817
weo-2024-10,BGD,working_age,Low,2026,122083
weo-2024-10,BGD,working_age,Low,2027,123276
weo-2024-10,BGD,working_age,Low,2028,124437
weo-2024-10,BGD,working_age,Low,2029,125572
weo-2024-10,BGD,working_age,Low,2030,126656
weo-2024-10,BGD,working_age,Low,2031,127688
weo-2024-10,BGD,working_age,Low,2032,128636
weo-2024-10,BGD,working_age,Low,2033,129518
weo-2024-10,BGD,working_age,Low,2034,130377
weo-2024-10,BGD,working_age,Low,2035,131194
weo-2024-10,BGD,working_age,Low,2036,131953
weo-2024-10,BGD,working_age,Low,2037,132446
weo-2024-10,BGD,working_age,Low,2038,132692
weo-2024-10,BGD,working_age,Low,2039,132910
weo-2024-10,BGD,working_age,Low,2040,133091
weo-2024-10,BGD,working_age,Low,2041,133217
weo-2024-10,BGD,working_age,Low,2042,133161
weo-2024-10,BGD,working_age,Low,2043,132921
weo-2024-10,BGD,working_age,Low,2044,132604
weo-2024-10,BGD,working_age,Low,2045,132205
weo-2024-10,BGD,working_age,Low,2046,131723
weo-2024-10,BGD,working_age,Low,2047,131077
weo-2024-10,BGD,working_age,Low,2048,130291
weo-2024-10,BGD,working_age,Low,2049,129459
weo-2024-10,BGD,working_age,Low,2050,128561
weo-2024-10,BGD,working_age,Low,2051,127598
weo-2024-10,BGD,working_age,Low,2052,126568
weo-2024-10,BGD,working_age,Low,2053,125477
weo-2024-10,BGD,working_age,Low,2054,124314
weo-2024-10,BGD,working_age,Low,2055,123079
weo-2024-10,BGD,working_age,Low,2056,121808
weo-2024-10,BGD,working_age,Low,2057,120509
weo-2024-10,BGD,working_age,Low,2058,119176
weo-2024-10,BGD,working_age,Low,2059,117779
weo-2024-10,BGD,working_age,Low,2060,116321
weo-2024-10,BGD,working_age,Low,2061,114825
weo-2024-10,BGD,working_age,Low,2062,113245
weo-2024-10,BGD,working_age,Low,2063,111576
weo-2024-10,BGD,working_age,Low,2064,109848
weo-2024-10,BGD,working_age,Low,2065,108057
weo-2024-10,BGD,working_age,Low,2066,106203
weo-2024-10,BGD,working_age,Low,2067,104302
weo-2024-10,BGD,working_age,Low,2068,102365
weo-2024-10,BGD,working_age,Low,2069,100406
weo-2024-10,BGD,working_age,Low,2070,98464
weo-2024-10,BGD,working_age,Low,2071,96550
weo-2024-10,BGD,working_age,Low,2072,94644
weo-2024-10,BGD,working_age,Low,2073,92755
weo-2024-10,BGD,working_age,Low,2074,90905
weo-2024-10,BGD,working_age,Low,2075,89099
